X,Y,Z,timestamp
-0.09259033,0.10931396,0.17321777,16919
-0.00721741,-0.08190918,0.11645508,16921
0.15454102,-0.35302734,-0.12890625,16923
0.17919922,-0.25927734,-0.13452148,16947
0.04159546,0.14282227,0.01773071,16948
-0.07019043,0.081604,0.20861816,16975
-0.14611816,0.12481689,0.35473633,16976
0.03463745,0.03924561,0.36254883,16977
0.19714355,-0.24658203,0.4128418,17007
-0.01470184,-0.13220215,0.24243164,17009
-0.32470703,0.23937988,0.12597656,17010
-0.39135742,0.37426758,0.04003906,17038
-0.25024414,0.17590332,0.16552734,17039
-0.2421875,-0.04013062,0.09442139,17041
-0.17016602,-0.01766968,-0.05212402,17068
0.01165771,0.07672119,-0.35131836,17069
0.2154541,-0.00881195,-0.56494141,17071
0.07745361,0.00862122,-0.38720703,17098
-0.00511932,0.30444336,-0.19409179999999998,17099
0.01751709,0.60009766,0.02154541,17101
0.11846924,0.49853516,0.07885742,17128
0.24182129,0.27392578,0.01046753,17129
0.16821289,0.32641602,-0.09777832,17131
0.18334961,0.34130859,-0.10876465,17158
0.18505859,0.33837891,-0.11413574,17160
0.18176270000000003,0.18029785,-0.1595459,17162
0.15795898,0.13232422,-0.04693604,17188
0.13012695,0.20690918,0.11901855,17190
0.15576172,0.35449219,0.38623047,17192
0.15576172,0.35449219,0.38623047,17219
0.2565918,0.00058985,0.12792969,17221
0.07373047,-0.06817627,0.32983398,17222
0.03936768,0.1295166,0.52636719,17249
0.25952148,0.11096191,0.22595215,17250
0.24926758,0.15820313,0.03927612,17251
0.26904297,0.14257813,-0.024917599999999998,17278
0.43969727,-0.09509277,0.02668762,17280
0.32421875,0.28198242,0.23864746,17281
0.03131104,0.76171875,0.22485352,17311
0.01098633,0.76318359,0.20043945,17313
-0.15588379,0.94677734,0.43261719,17314
0.09197998,0.69091797,0.19958496,17339
0.33422852,-0.00126457,-0.02027893,17341
-0.19592285,0.38452148,0.24072266,17342
-0.11914063,0.73095703,0.54638672,17366
0.0838623,0.44506836,0.38256836,17367
-0.17736816,0.35083008,0.31494141,17368
-0.18542479999999997,0.25048828,0.4152832,17396
-0.1763916,0.1137085,0.22900391,17397
-0.31445313,0.14221191,-0.01791382,17398
-0.38793945,0.27758789,-0.02577209,17432
-0.31762695,0.34863281,-0.14453125,17433
-0.3190918,0.2800293,-0.16259766,17435
-0.38085938,0.22534179999999995,-0.14245605,17459
-0.41699219,0.31616211,-0.04116821,17461
-0.42944336,0.36157227,0.15075684,17462
-0.52685547,0.21691895,0.38574219,17489
-0.59228516,0.06695557,0.47241211,17491
-0.22937012,-0.42163086,0.50732422,17492
0.09594727,-1.140625,0.94580078,17519
-0.01450348,-1.19140625,0.54296875,17520
-0.09686279,-0.76611328,0.359375,17522
0.08746338,-0.20544434,0.3684082,17546
0.37255859,0.10455322,0.17736816,17547
0.20861816,0.20117188,0.09204102,17576
0.23974609,0.41015625,0.13500977,17577
0.74169922,-0.53710938,0.51171875,17606
0.73291016,-0.52636719,0.43847656,17607
1.02832031,1.28027344,-0.02542114,17642
1.38671875,1.60449219,-0.48095703,17643
1.63574219,1.25195313,-1.45117188,17645
1.81054688,0.82226563,-1.98730469,17672
1.66308594,0.71777344,-2.25976563,17678
1.03125,0.80322266,-2.3203125,17683
0.24975586,0.40698242,-2.265625,17690
-0.26074219,-0.85058594,-1.79785156,17698
-0.51416016,-1.91503906,-1.41894531,17706
-0.59423828,-1.53125,-1.37695313,17724
-0.94238281,-0.2076416,-0.84179688,17731
-1.19726563,0.72119141,-0.18457031,17741
-0.94873047,0.57958984,0.22473145,17757
-0.87548828,0.66552734,0.36865234,17765
-1.12792969,1.56640625,0.78613281,17771
-1.41113281,2.5859375,1.51464844,17778
-1.37597656,2.58007813,1.75292969,17784
-1.10546875,1.17675781,1.40039063,17805
-1.46582031,0.42797852,1.02148438,17809
-1.38183594,0.4765625,0.33374023,17813
-0.86816406,0.36157227,0.07653809,17825
-0.34106445,-0.14807129,0.20361328,17843
-0.22131348,-0.3581543,0.2878418,17848
-0.16516113,-0.11505127,0.41186523,17852
-0.14453125,0.16064453,1.0078125,17875
-0.09606934,0.00748062,1.234375,17894
0.13916016,-0.56494141,0.68212891,17911
-0.02418518,-0.95068359,0.64013672,17916
0.07092285,-0.99951172,0.70361328,17920
0.45288086,-0.80859375,0.23376465,17924
0.53955078,-0.65673828,0.04669189,17928
0.28442383,-0.49414063,0.2800293,17935
0.27807617,-0.29467773,0.26391602,17945
0.46630859,-0.10162354,0.15991211,17955
0.41674805,-0.06335449,0.00061941,17959
0.30444336,0.02403259,-0.27880859,17985
0.11053467,0.18237305,-0.58447266,17997
0.1083374,-0.06195068,-0.47558594,18014
0.17700195,-0.35717773,-0.13513184,18019
0.22155762,-0.42675781,-0.30053711,18022
0.3059082,-0.23791504,-0.359375,18031
0.42700195,0.12432861,-0.22045898,18036
0.49072266,0.54052734,-0.09686279,18048
0.55126953,0.72119141,-0.15148926,18056
0.54296875,0.84375,-0.12438965,18065
0.62011719,1.125,-0.25463867,18076
0.75683594,1.47753906,-0.52001953,18082
0.89160156,1.72363281,-0.67041016,18106
0.97314453,1.67480469,-0.90966797,18116
1.08789063,1.20214844,-0.94580078,18134
1.15722656,0.45288086,-0.89355469,18139
1.17480469,0.45922852,-0.84326172,18151
0.98046875,0.01672363,-0.74121094,18168
0.72412109,-0.07324219,-0.64355469,18173
0.36816406,-0.25512695,-0.57763672,18177
0.36816406,-0.25512695,-0.57763672,18185
-0.16040039,-0.9453125,-0.60009766,18190
-0.30419922,-1.3203125,-0.55078125,18194
-0.48876953,-1.74121094,-0.26855469,18206
-0.39111328,-2.078125,-0.00121212,18214
-0.26098633,-1.99511719,0.40380859,18226
-0.39355469,-1.25,0.81982422,18231
-0.52246094,-0.56689453,0.89013672,18256
-0.35253906,-0.61083984,0.74609375,18260
-0.06890869,-1.0,0.49291992,18264
0.25610352,-1.45703125,0.43652344,18276
0.45336914,-1.77246094,0.76904297,18280
0.3293457,-1.94238281,1.29101563,18306
0.41967773,-2.66210938,1.265625,18322
0.61376953,-3.44140625,0.74414063,18326
0.63964844,-3.4921875,0.56445313,18331
0.85742188,-3.15234375,0.62744141,18335
1.38378906,-2.40234375,0.75244141,18347
1.79101563,-1.88378906,0.73632813,18356
1.79980469,-1.33300781,0.71923828,18367
1.80859375,-0.85107422,0.68310547,18371
2.02539063,-0.62792969,0.68457031,18397
2.21289063,-0.36499023,0.61767578,18401
2.42382813,-0.26123047,0.65332031,18407
2.62695313,-0.42138672,0.73046875,18417
2.6875,-0.40722656,0.68798828,18424
2.56640625,-0.16528320000000002,0.73095703,18437
2.359375,0.08959961,0.60595703,18441
2.28515625,0.31860352,0.50878906,18467
2.30859375,0.36206055,0.3371582,18476
2.26171875,0.4621582,0.16625977,18493
2.20507813,0.62597656,-0.10650635,18498
2.14257813,0.97558594,-0.46118164,18510
2.03710938,1.41601563,-0.6953125,18514
1.87109375,1.72949219,-0.82617188,18519
1.79980469,1.72949219,-0.95166016,18527
1.81347656,1.64355469,-1.09277344,18537
1.71972656,1.57324219,-1.09082031,18544
1.53808594,1.37304688,-1.23632813,18567
1.42578125,1.12207031,-1.328125,18577
1.29589844,0.92529297,-1.46484375,18596
1.10839844,0.83691406,-1.65625,18601
0.96972656,0.97509766,-1.86132813,18613
0.78173828,1.28710938,-2.06835938,18630
0.57128906,1.64550781,-2.06640625,18635
0.34472656,2.01171875,-1.79394531,18647
0.16040039,2.41015625,-1.67382813,18664
0.04699707,2.55078125,-1.62109375,18670
-0.12548828,2.06445313,-1.63378906,18674
-0.38574219,1.41113281,-1.90136719,18678
-0.68701172,0.90771484,-1.98828125,18682
-0.89013672,0.55322266,-1.83496094,18688
-0.99023438,0.69970703,-1.6875,18692
-1.21191406,1.15527344,-1.53222656,18718
-1.49707031,1.796875,-1.25292969,18722
-1.68164063,2.17578125,-0.9140625,18733
-1.8671875,2.14257813,-0.69091797,18738
-1.84375,2.09570313,-0.86376953,18750
-1.81835938,1.9375,-0.90429688,18758
-1.92871094,1.47753906,-0.56738281,18762
-2.13085938,0.90478516,-0.45581055,18788
-2.35742188,0.53466797,-0.29248047,18792
-2.61914063,0.43920898,-0.02218628,18801
-2.73242188,0.27099609,0.13598633,18808
-2.60742188,0.07342529,0.24645996,18818
-2.515625,0.20336914,0.31787109,18828
-2.56054688,0.3581543,0.36083984,18832
-2.62109375,0.45849609,0.33813477,18858
-2.609375,0.57714844,0.39624023,18862
-2.43554688,0.6640625,0.4465332,18870
-2.17773438,0.36303711,0.37890625,18878
-2.0078125,-0.17175293,0.45751953,18882
-1.84179688,-0.59375,0.43920898,18908
-1.71875,-0.68603516,0.54785156,18912
-1.72460938,-0.43505859,0.21777344,18916
-1.62890625,-0.11035156,0.18273926,18928
-1.47851563,0.1307373,0.35327148,18932
-1.22070313,0.27734375,0.34521484,18958
-1.109375,0.34423828,0.42651367,18962
-1.15527344,0.41796875,0.40063477,18972
-1.17675781,0.50878906,0.37060547,18978
-1.21484375,0.40942383,0.45288086,18989
-1.29003906,0.32885742,0.24035645,18999
-1.20117188,0.11968994,-0.00466537,19006
-1.0625,0.04083252,0.13159179999999998,19019
-1.17675781,0.38134766,0.39404297,19023
-1.15332031,0.63085938,0.52197266,19049
-1.15722656,0.55224609,0.52880859,19053
-1.22460938,0.48974609,0.34228516,19058
-1.18457031,0.52001953,0.07373047,19069
-1.09375,0.44921875,-0.05059814,19075
-1.07617188,0.40600586,-0.41259766,19100
-1.19433594,0.38989258,-0.44970703,19103
-1.16015625,0.12408447,0.1114502,19107
-1.1328125,-0.25146484,0.30932617,19119
-1.24902344,-0.48144531,0.30200195,19123
-1.24902344,-0.52197266,0.39697266,19149
-1.24804688,-0.49462891,0.60595703,19161
-1.31445313,-0.33081055,0.65478516,19165
-1.08984375,-0.03097534,0.29003906,19170
-1.04492188,-0.05059814,0.2902832,19177
-0.79736328,0.19873047,-0.19750977,19189
-0.68359375,0.13085938,-0.45849609,19195
-0.62939453,-0.43798828,-0.32519531,19220
-0.59716797,-0.98193359,-0.26123047,19223
-0.51025391,-1.38378906,0.10369873,19229
-0.62597656,-1.43554688,0.32446289,19240
-0.62597656,-1.43554688,0.32446289,19244
-0.88085938,-0.89648438,0.75634766,19270
-1.08886719,-1.05078125,0.93945313,19274
-1.40039063,-1.03125,1.00683594,19281
-1.64160156,-0.54052734,1.02148438,19290
-1.72851563,-0.04083252,0.875,19294
-1.55859375,0.12805176,0.57470703,19320
-1.45019531,0.29907227,0.30322266,19324
-1.23730469,0.18676758,0.20031738,19332
-1.18652344,-0.0188446,0.32568359,19340
-1.42285156,0.15747070000000002,0.39477539,19349
-1.55859375,0.59716797,0.25488281,19360
-1.48828125,1.0078125,0.03817749,19364
-1.25195313,1.27539063,-0.17749023,19390
-0.91796875,1.47265625,-0.37011719,19401
-0.50244141,1.63476563,-0.53515625,19418
-0.06045532,1.62695313,-0.67382813,19423
0.21875,1.29101563,-0.58349609,19435
0.13757324,1.08007813,-0.58251953,19439
-0.06707764,1.33300781,-0.74853516,19444
-0.04187012,1.50390625,-0.81201172,19452
0.16418457,1.46582031,-0.97460938,19461
0.21777344,1.58203125,-1.21484375,19469
0.15209961,1.70996094,-1.46777344,19481
0.11975098,1.68457031,-1.48535156,19485
0.07708739999999999,1.68457031,-1.29492188,19511
0.0715332,1.73632813,-1.15722656,19521
0.07647705,1.83496094,-1.16210938,19525
0.01774597,1.80078125,-1.12792969,19531
0.04104614,1.71679688,-1.32128906,19536
0.22033691,1.64941406,-1.48242188,19562
0.25268555,1.61621094,-1.40039063,19566
0.18945313,1.60351563,-1.39746094,19571
0.21923828,1.62011719,-1.45703125,19582
0.30053711,1.62304688,-1.55078125,19586
0.17272949,1.41015625,-1.51855469,19612
0.04568481,0.93115234,-1.41308594,19616
-0.05395508,0.43383789,-1.34082031,19621
-0.13964844,0.38061523,-1.27832031,19632
-0.15039063,0.42016602,-1.11816406,19636
-0.07037354,0.38183594,-1.04296875,19662
0.11444092,0.17834473,-0.99023438,19666
0.34448242,-0.12207031,-0.87060547,19671
0.47729492,-0.46801758,-0.71289063,19682
0.40991211,-0.69091797,-0.63671875,19686
0.30737305,-0.77050781,-0.71533203,19712
0.36694336,-0.81982422,-0.72167969,19716
0.46533203,-0.77392578,-0.67724609,19721
0.69482422,-0.671875,-0.80322266,19732
0.93554688,-0.64746094,-0.69238281,19736
1.02636719,-0.64404297,-0.37182617,19762
1.09863281,-0.73144531,-0.04849243,19766
1.04199219,-0.77490234,0.15515137,19771
1.05175781,-0.81347656,0.25878906,19782
1.06054688,-0.82714844,0.21972656,19787
1.00683594,-0.64599609,0.08361816,19812
1.11132813,-0.47827148,0.04040527,19817
1.13671875,-0.40893555,0.11968994,19821
1.06933594,-0.31665039,0.16040039,19833
0.98876953,-0.24694824,0.13549805,19837
0.87011719,-0.19738770000000003,0.18164063,19863
0.78857422,-0.21875,0.26757813,19867
0.71679688,-0.35375977,0.32861328,19871
0.65429688,-0.37744141,0.3815918,19883
0.66113281,-0.296875,0.36352539,19887
0.71044922,-0.17211914,0.34326172,19913
0.73144531,-0.09967041,0.37915039,19917
0.78369141,-0.06811523,0.41064453,19922
0.92333984,-0.03488159,0.32617188,19935
1.05664063,0.09814453,0.15002441,19939
1.09179688,0.29052734,-0.13085938,19964
1.08105469,0.34130859,-0.31665039,19970
1.06640625,0.18823242,-0.24462891,19974
1.07128906,0.01076508,-0.15612793,19982
1.07910156,-0.08361816,-0.14746094,19986
0.96630859,-0.16467285,-0.15185547,20014
0.88085938,-0.20849609,-0.09484863,20018
0.83496094,-0.32275391,-0.12524414,20035
0.76904297,-0.44335938,-0.20507813,20040
0.62402344,-0.45532227,-0.24743652,20044
0.45214844,-0.43969727,-0.27075195,20053
0.30395508,-0.43481445,-0.31787109,20069
0.19152832,-0.46899414,-0.35424805,20074
0.16625977,-0.53466797,-0.31787109,20078
0.16821289,-0.73291016,-0.22180176,20103
0.10565186,-0.93212891,-0.23718262,20107
0.05187988,-0.89257813,-0.25561523,20120
0.08563232,-0.66455078,-0.27099609,20125
0.22827148,-0.35839844,-0.30395508,20129
0.47216797,-0.13061523,-0.37060547,20153
0.65917969,0.03894043,-0.50146484,20172
0.84472656,0.13427734,-0.58496094,20178
1.08789063,0.03579712,-0.55273438,20183
1.33496094,-0.13269043,-0.55322266,20187
1.48730469,-0.16198729999999997,-0.72070313,20191
1.72460938,-0.06298828,-0.86865234,20204
1.90722656,-0.18591309,-0.94384766,20223
1.70703125,-0.30078125,-0.421875,20228
1.90039063,-0.84960938,-0.54296875,20240
1.61230469,-1.0078125,-1.04882813,20245
0.99121094,-0.79541016,-0.47314453,20249
1.2734375,-1.06835938,-0.19885254,20274
1.41210938,-1.41992188,-0.35864258,20291
1.02929688,-1.35742188,-0.38598633,20308
0.85009766,-1.15136719,-0.42553711,20313
0.85498047,-1.16113281,-0.44677734,20325
0.71533203,-0.81201172,-0.27905273,20330
0.71533203,-0.81201172,-0.27905273,20342
0.44433594,-0.66455078,-0.13293457,20347
0.34350586,-0.53710938,-0.13098145,20351
0.29785156,-0.43115234,-0.08990479,20359
0.3215332,-0.4362793,-0.01203918,20364
0.33496094,-0.52539063,0.07122803,20374
0.37597656,-1.01953125,0.04309082,20384
0.24267578,-1.26757813,0.00714111,20388
-0.01504517,-0.96386719,-0.06469727,20414
-0.08227539,-0.72167969,-0.20898438,20418
-0.06567383,-0.67822266,-0.45117188,20422
-0.11102295,-0.65234375,-0.578125,20434
-0.18005371,-0.40820313,-0.59570313,20445
-0.14245605,-0.23571777,-0.51953125,20454
-0.10864258,-0.00523376,-0.40209961,20462
-0.08789063,0.15454102,-0.4765625,20474
-0.13183594,0.13525391,-0.3190918,20479
-0.11358643,0.26220703,-0.44287109,20504
-0.07122803,0.31713867,-0.41064453,20508
-0.14526367,0.55566406,-0.24682617,20512
-0.12322998,0.82470703,-0.23669434,20524
-0.11480713,1.02148438,-0.3347168,20530
-0.05950928,1.0625,-0.49902344,20555
-0.06567383,0.95703125,-0.5625,20565
-0.06188965,0.7890625,-0.67431641,20579
-0.11651611,0.66357422,-0.59033203,20584
-0.11413574,0.55810547,-0.56152344,20599
-0.10046387,0.44580078,-0.59179688,20616
-0.25,0.51074219,-0.53662109,20621
-0.39599609,0.79736328,-0.45825195,20633
-0.52880859,1.20703125,-0.51171875,20650
-0.69287109,1.74316406,-0.66699219,20655
-0.9453125,2.04101563,-0.51904297,20659
-0.96142578,1.7265625,-0.40771484,20663
-0.70019531,0.86865234,-0.5,20667
-0.48974609,0.10144043,-0.69189453,20675
-0.57177734,-0.02651978,-0.65087891,20679
-0.73681641,0.49536133,-0.38696289,20705
-0.99707031,1.1640625,-0.45605469,20719
-1.00292969,2.00976563,-0.734375,20736
-0.81445313,2.36132813,-0.67724609,20741
-0.75585938,2.06835938,-0.44287109,20753
-0.66357422,1.890625,-0.27368164,20770
-0.60546875,1.63476563,-0.10955811,20775
-0.52832031,1.05273438,0.28271484,20779
-0.51025391,0.94238281,0.45922852,20787
-0.45263672,1.30175781,0.32617188,20792
-0.98974609,2.26757813,0.13769531,20797
-1.03320313,2.39257813,0.01838684,20801
-0.53076172,1.93457031,-0.14086914,20826
-0.48950195,1.41992188,-0.32714844,20830
-0.95996094,1.17773438,-0.28710938,20834
-1.328125,1.34179688,-0.31884766,20846
-1.22851563,1.46875,-0.47290039,20850
-1.15039063,1.50292969,-0.57666016,20876
-1.11132813,1.44628906,-0.63720703,20880
-0.92480469,1.3515625,-0.75195313,20884
-1.11523438,1.27441406,-0.91601563,20896
-1.19238281,1.18945313,-1.125,20907
-1.09765625,0.99902344,-1.34765625,20916
-0.89160156,0.71582031,-1.62109375,20924
-0.81738281,0.5703125,-1.87304688,20936
-0.98583984,0.53369141,-2.06640625,20940
-1.04394531,0.66210938,-2.26757813,20966
-1.17480469,0.94238281,-2.5859375,20975
-1.39550781,1.22167969,-2.77929688,20979
-1.62109375,1.56445313,-3.09960938,20986
-1.81054688,2.01953125,-3.32421875,20992
-1.94824219,2.39453125,-3.66210938,21016
-1.99316406,2.43945313,-3.60546875,21020
-2.38476563,2.09960938,-3.50585938,21026
-2.96484375,1.59960938,-3.4765625,21036
-3.40039063,1.07421875,-3.32226563,21043
-3.44335938,0.56201172,-3.25390625,21067
-3.09570313,0.09466553,-3.23242188,21078
-2.609375,-0.36279297,-3.20703125,21082
-2.32617188,-0.84814453,-3.13085938,21087
-2.25390625,-1.33886719,-3.0546875,21095
-2.22070313,-1.89160156,-2.94921875,21107
-2.01367188,-2.3046875,-2.82226563,21111
-1.68457031,-2.5234375,-2.70703125,21137
-1.34082031,-2.40039063,-2.70703125,21146
-1.1171875,-1.93261719,-2.66601563,21150
-1.13085938,-1.50097656,-2.56640625,21157
-1.29492188,-1.30175781,-2.3828125,21161
-1.47460938,-1.32324219,-2.23828125,21187
-1.6171875,-1.44042969,-2.015625,21198
-1.64453125,-1.47265625,-1.75976563,21214
-1.49804688,-1.46191406,-1.53417969,21235
-1.265625,-1.41699219,-1.44824219,21236
-1.15039063,-1.328125,-1.3046875,21237
-0.98339844,-1.31640625,-1.15429688,21265
-0.77441406,-1.11914063,-1.00195313,21266
-0.55126953,-1.04199219,-0.80273438,21267
-0.32592773,-1.2265625,-0.73193359,21277
-0.08416748,-1.328125,-0.44946289,21282
-0.05578613,-1.58691406,-0.15856934,21285
-0.21215820000000005,-1.7890625,-0.00684738,21298
-0.56787109,-1.60644531,0.13854979999999997,21317
-0.88378906,-1.25195313,0.4050293,21322
-1.06640625,-1.09179688,0.75537109,21334
-1.11328125,-1.18457031,1.13476563,21339
-1.08691406,-1.578125,1.45410156,21351
-0.91601563,-2.26171875,1.64453125,21358
-0.56396484,-3.06835938,1.5,21368
-0.56542969,-3.14453125,1.41210938,21378
-0.2232666,-3.82226563,1.1328125,21382
0.12768555,-4.24609375,1.06933594,21408
0.21020508,-4.45703125,1.1328125,21420
0.21838379,-4.61328125,1.21972656,21424
0.2364502,-4.70703125,1.3359375,21429
0.16394043,-4.85546875,1.58984375,21437
0.16394043,-4.85546875,1.58984375,21448
-0.14489746,-5.24609375,2.296875,21452
-0.35717773,-5.171875,2.5,21478
-0.48022461,-4.59765625,2.57421875,21482
-0.40649414,-3.90429688,2.61328125,21488
-0.1529541,-3.31054688,2.58789063,21498
0.10296631,-2.83007813,2.40820313,21502
0.39477539,-2.5859375,2.20703125,21529
0.49267578,-2.6015625,2.1953125,21540
0.47973633,-2.54101563,2.17578125,21557
0.49951172,-2.34570313,2.140625,21562
0.55908203,-2.21875,2.1015625,21566
0.58398438,-2.21875,1.95507813,21574
0.46435547,-2.2734375,1.78222656,21579
0.24523926,-2.34179688,1.63574219,21592
0.08227539,-2.33789063,1.43847656,21599
-0.01042938,-2.24023438,1.20996094,21603
-0.12866211,-2.01367188,1.00878906,21629
-0.25097656,-1.7421875,0.77783203,21633
-0.22705078,-1.60742188,0.54638672,21643
-0.04241943,-1.54101563,0.30224609,21649
0.21166992,-1.53125,0.14855957,21660
0.48046875,-1.50683594,-0.01009369,21669
0.71630859,-1.39453125,-0.20788574,21673
0.89746094,-1.16503906,-0.35864258,21699
1.19042969,-0.98583984,-0.47607422,21703
1.48242188,-0.85449219,-0.60302734,21711
1.81152344,-0.76855469,-0.67431641,21719
2.05664063,-0.77832031,-0.78759766,21728
2.23632813,-0.84277344,-0.90039063,21740
2.25585938,-0.84521484,-0.89892578,21744
2.16992188,-0.703125,-0.97558594,21770
2.08203125,-0.46875,-0.99316406,21773
1.90136719,-0.15136719,-1.01660156,21780
1.54882813,0.16784668,-1.02636719,21790
1.17089844,0.44848633,-1.07617188,21794
0.81787109,0.52490234,-1.13574219,21820
0.5703125,0.51367188,-1.16113281,21824
0.30200195,0.48950195,-1.21289063,21828
0.04858398,0.45532227,-1.24804688,21840
-0.13244629,0.54101563,-1.22070313,21844
-0.3203125,0.64599609,-1.11523438,21870
-0.34716797,0.76220703,-1.046875,21876
-0.18994141,0.80371094,-1.04589844,21881
-0.10913086,0.77636719,-0.97900391,21890
-0.06848145,0.74267578,-0.89306641,21894
0.03237915,0.65966797,-0.84570313,21939
0.05953979,0.52050781,-0.71728516,21943
